BASS,SASQ,Shade,EmergVegDensity,EmergWMDensity,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15
0,0,C,H,S,3.4,4.5,4.8,M,M,M,0.13,1.74,1
0,0,C,H,S,3.8,4.7,5.6,M,M,M,0.68,1.12,1.41
0,0,C,H,S,3.7,4.9,5.3,M,M,M,0.21,0.76,0.99
0,0,C,H,A,2.9,4.9,5.6,M,M,M,0.02,0.59,0.89
0,0,C,H,M,3.6,4.8,5.9,M,M,M,0.25,0.73,0.86
0,0,C,H,S,3.8,4.5,5.2,M,M,M,0.28,0.94,0.91
0,0,C,H,A,1.7,3.4,4.7,M,M,M,0,0.15,0.31
0,0,C,H,A,4.4,5.7,6.5,M,M,M,0.13,0.36,0.88
0,0,C,M,S,3.5,4.5,5.8,M,M,M,0.33,0.61,1.22
0,0,C,H,S,4.3,4.6,5.2,M,M,M,0.3,0.55,0.76
0,0,C,M,A,3.6,4.8,5,M,M,M,0.13,0.28,0.52
0,0,C,S,A,2.2,3.2,4.4,M,M,M,0.82,0.65,0.76
0,0,C,S,M,3,3.9,4.3,M,M,M,0.47,0.83,0.84
0,1,C,M,A,3.4,4,5.4,M,M,M,0.35,0.28,0.91
0,0,C,A,A,2.8,4.5,7.2,R,R,M/R,0.45,0.69,0.95
0,0,C,A,A,2.3,4.5,6.7,R,R,M/R,0.48,0.59,1.22
1,0,C,A,A,1.2,3.8,7.5,R,R,M/R,0.23,0.53,0.9
0,0,C,A,A,2.4,5.5,7.7,R,R,M/R,0.06,0.71,0.97
1,0,C,A,A,2,5,7.2,R,R,M/R,0.15,0.58,0.77
1,0,C,A,A,1.9,4.1,7.4,R,R,M/R,0.03,0,0.04
2,1,C,A,A,1.6,3.5,5.2,R,R,R,0,0.61,1.14
0,0,C,A,A,1.6,4.2,7.1,R,R,M/R,0.12,0.96,1.41
2,0,C,A,A,1.9,3.8,7,R,R,R,0.05,0.53,0.69
0,0,C,A,A,2.5,4.3,7,R,R,R,0.55,0.97,1.46
2,0,C,A,A,2,3.1,7,R,R,M/R,0.46,0.43,1.06
2,0,C,A,A,1.7,4.5,8.3,R,R,M/R,0.43,0.96,1.09
0,0,C,A,H,1.5,1.9,2.5,M,M,M,0.12,0.08,0.1
0,0,C,A,H,1.1,1.7,2.2,M/V,M,M,0.13,0.38,0.42
0,0,C,S,H,2.1,2.6,3.2,M,M,M,0.45,0.35,0.27
0,0,C,S,M,1.9,2.5,3.1,M,M,M,0.04,0.02,0.16
0,0,C,S,H,2.5,3.1,3.6,M,M,M,0.08,0.13,0.03
0,0,C,S,S,3.6,4,5,M,M,M,0.22,0.24,0.27
0,0,C,S,H,2.9,3.4,4.1,M,M,M,0.01,0.08,0.01
0,0,C,S,M,2,2.6,3.1,M,M,M,0.09,0.46,0.52
0,0,C,S,S,1.9,3,3.5,G,G,M,0.46,0.5,0.77
2,0,C,S,S,2.2,3.6,5.7,R,R,M/R,0.07,0.68,1.21
0,0,C,A,S,1.8,3.7,6,R,R,M/R,0.3,0.37,0.66
2,0,C,A,M,2,3,4.8,R,R,M/R,0.03,0.5,0.62
2,0,C,A,S,2,3.5,4.8,R,R,M/R,0.31,0.6,0.77
1,0,C,A,S,1.9,3.8,6.6,R,R,M/R,0.2,0.56,0.85
1,0,C,A,S,3.1,4.8,8.5,R,R,M,0.26,0.72,0.82
0,0,C,A,M,2.3,5.4,7.9,R,M/R,M,0.14,0.53,0.93
1,0,C,A,S,2,4.7,6.2,R,M/R,M,0.15,0.41,0.51
1,0,C,A,S,2.3,3.4,4.2,R,R,M,0.21,0.29,0.48
1,0,C,S,S,1.7,2.7,4.2,R,R,M/R,0.27,0.36,0.26
1,0,C,A,A,2.6,4.7,6.7,R,R,M/R,0.32,0.47,0.95
2,0,C,A,S,2.2,4.4,7.3,R,M/R,M,0.39,0.5,1.05
1,0,C,A,A,1.6,2.6,4,R,R,R,0.06,0.12,0.07
0,0,C,A,S,1.6,3.5,4.8,R,R,R,0.26,0.8,1.1
1,0,C,A,S,1.2,2.2,5.3,R,R,M/R,0.21,0.23,0.53
1,0,C,A,A,1.2,3,5.9,R,R,M/R,0.05,0.53,0.52
1,0,C,A,S,1.1,2.5,5.1,R,R,R,0.23,0.26,0.64
1,0,C,S,S,1.3,2.7,3.7,R,R,R,0.02,0.13,0.42
1,0,C,A,S,1.3,2.4,4.2,R,R,R,0.1,0.09,0.28
0,0,C,A,S,1.1,1.9,3.5,R,R,R,0.05,0.08,0.19
3,0,C,S,A,1.3,2.3,4.7,R,R,R,0.04,0.04,0.44
0,0,C,S,S,1,2.1,4.5,R,R,R,0.04,0.06,0.46
0,0,C,S,S,1.6,3.1,6.4,R,R,R,0.07,0.05,0.42
0,0,C,S,S,1.5,2.7,5.2,R,R,M/R,0,0.17,0.62
0,0,C,S,M,1.1,2.9,4.6,R,R,R,0.16,0.39,0.57
0,0,C,M,S,2.2,1.9,3,M/R,M/R,M/R,0.27,0.54,0.21
0,0,C,S,A,2.5,2.7,3,M/R,M/R,M/R,0.04,0.27,0.47
0,0,C,S,S,2.4,2.4,2.9,M/R,M/R,M/R,0.2,0.31,0.33
0,0,C,A,A,1.9,2.5,2.5,R,M/R,M/R,0.44,0.65,0.43
0,0,C,M,A,2.1,2.3,2.5,R,M/R,M/R,0.74,0.7,0.38
1,0,C,M,A,2.5,2.7,2,M/R,M,M/R,0.62,0.62,0.81
0,0,C,S,A,2.5,3.1,3.5,M/R,M/R,M/R,0.17,0.32,0.37
0,0,C,S,A,2.5,3.7,4,M/R,R,M/R,0.02,0.19,0.05
0,0,C,H,A,1.2,2,2.5,M/R,M/R,M/R,0.01,0.13,0.04
0,0,C,M,A,0.7,1.7,2.4,M/R,M,M,0.02,0.01,0.07
0,0,C,S,A,2.3,2.5,2.5,M/R,M/R,M/R,0.51,0.69,0.53
0,0,C,H,A,1.8,2.3,2.6,R,M/R,M,0.56,0.33,0.52
0,0,C,S,A,2.2,2.6,2.6,M/R,M/R,M/R,0.77,0.78,0.69
0,0,C,A,A,2,3.6,4,R,R,M,0.32,0.52,0.53
0,0,C,A,A,2.4,3.8,4.5,R,M/R,M,0.16,0.42,0.67
0,0,C,A,A,1.9,4,4.3,R,M/R,M,0.2,0.39,0.76
0,0,C,A,A,1.6,3.7,4.2,R,M/R,M,0.11,0.37,0.73
1,0,C,S,S,1.6,2.8,4.1,R,R,M,0.1,0.46,0.64
0,0,C,A,A,1.8,4.4,5.6,R,R,M,0.17,0.4,0.48
1,0,C,A,A,1.9,3.7,6.1,R,R,M/R,0.21,0.37,0.71
0,0,C,A,A,2.1,4.4,6.4,R,R,M,0.05,0.31,0.55
1,0,C,S,A,1.6,3.3,4.9,R,R,R,0.13,0.28,0.6
0,0,C,H,A,1.9,3,5.8,R,R,M/R,0.13,0.29,0.35
0,0,C,M,A,1.3,2.5,4.7,R,R,M/R,0.15,0.22,0.65
0,0,C,M,A,1.2,3,4.8,R,R,M,0.07,0.11,0.26
0,0,C,S,A,1.3,3.3,4.8,R,R,R,0.21,0.44,0.6
0,0,C,S,A,2.1,2.6,3.2,R,M/R,M/R,0.09,0.15,0.3
0,0,C,M,A,2,2.5,2.9,M/R,M/R,M/R,0.18,0.24,0.38
0,0,C,M,A,2,2.5,2.8,M/R,M/R,M/R,0.02,0.07,0.06
0,0,C,M,S,1.7,2.2,2.8,M/R,M/R,M/R,0.02,0.01,0.1
0,0,C,M,A,1.8,2.3,3,M/R,M,M/R,0.01,0.24,0.01
0,0,C,S,A,1.6,2.2,2.9,M/R,M,M,0.04,0.03,0.02
0,0,C,M,A,2.2,2.6,2.8,M,M,M/R,0.02,0.2,0.08
0,0,C,M,A,2,2.4,2.9,M,M/R,M/R,0.2,0.25,0.01
0,0,C,M,M,2.1,2.8,3,M,M,M/R,0.04,0.07,0.01
1,0,C,S,S,1.4,2.1,2.7,R,M/R,M/R,0.07,0.04,0.01
1,0,C,S,S,1.3,1.9,2.5,M/R,M,M/R,0,0.1,0.42
0,0,C,M,A,1.6,3,3.6,M/R,M/R,M/R,0.58,0.69,0.8
1,0,C,S,M,2.2,2.4,3,M/R,M/R,R,0.1,0.08,0.03
0,0,A,S,H,9.9,12,12.6,M,M,M,0.01,0.48,1.08
0,0,A,S,H,10,11.8,13.1,M,M,M,0.11,0.44,0.75
0,0,A,M,S,8.9,10.7,12.1,M,M,M,0.11,0.16,0.27
0,0,P,H,M,9.5,10.5,11.6,M,M,M,0.21,0.31,0.58
0,0,A,M,M,9.6,10.5,11.4,M,M,M,0.2,0.23,0.9
0,2,A,H,S,4.2,9.4,11.8,M,M,M,0.16,0.23,1.37
0,0,A,M,H,9.7,12.1,13.2,M,M,M,0.49,0.46,0.47
0,0,A,H,A,11.2,12.4,13.7,M,M,M,0.15,0.11,0.7
0,0,A,M,S,9.5,11.7,12.9,M,M,M,0.07,0.19,0.92
0,0,A,H,A,9.9,11.4,12.9,M,M,M,0.1,0.52,1.78
0,1,A,M,S,11.4,12.3,13.2,M,M,M,0.01,0.07,0.81
0,0,P,M,S,7,11.7,13.1,M,M,M,0.36,1.47,1.77
0,0,P,H,S,4.9,9.5,11.6,M,M,M,0.45,0.71,1.09
0,0,A,H,S,4.6,8.4,12.1,M,M,M,0.2,0.38,0.66
0,0,P,M,A,5,10.3,12.4,M,M,M,0.64,1.54,1.93
0,0,A,M,S,4.1,9.1,10.6,M,M,M,0.01,0.29,1.22
0,0,A,H,S,8.1,11.8,13.9,M,M,M,0.74,1.43,2.23
0,0,A,M,S,4,7.8,10.2,M,M,M,0.15,0.68,1.4
0,0,A,M,A,7.6,11.3,14.7,M,M,M,0.93,2.22,2.67
0,0,A,H,A,5.4,10.6,13.4,M,M,M,0.05,1.79,2.65
0,0,A,H,A,7.8,12.9,16.2,M,M,M,0.47,1.1,1.33
0,0,A,M,S,4.6,9.5,14.8,M,M,M,0.54,1.62,2.43
0,0,A,M,A,4.5,10.1,13.4,M,M,M,0.45,1.29,2.1
0,0,A,H,S,6.1,8.9,12.8,M,M,M,0.24,1.62,2.29
0,0,A,M,A,9,12.3,14.4,M,M,M,0.18,1.53,0.75
0,0,A,H,S,10.1,13.9,16,M,M,M,0.51,1.81,2.1
0,0,A,M,M,5,12.6,11.7,M,M,M,0.24,0.45,0.85
0,0,P,M,A,3.4,5.4,7.4,M,M,R,0.09,0.69,1.53
0,0,P,M,A,4.1,6.2,7.9,M,M,R,0.32,0.37,1.13
0,1,P,H,A,3.4,5.5,7.3,M,M,R,0.12,0.26,0.64
0,0,P,H,S,3,5.5,7.7,M,R,R,0.08,0.08,1.11
0,0,A,H,A,4.2,5.5,7.4,M,M,R,0.08,1.08,0.8
0,0,A,H,A,3.7,5.2,7.5,M,M,R,0.13,0.5,1.69
0,1,A,H,A,3.6,5.5,7.6,M,M,R,0.24,0.58,0.81
0,0,A,H,A,3.6,5.2,7.1,M,R,R,0.06,0.81,1.21
0,0,A,H,A,3.3,5,7.1,R,M,R,0.09,0.2,1.15
0,0,A,H,A,2.8,4.6,7,M,R,R,0.31,0.24,1.18
0,0,A,H,A,3.1,4.6,6.5,M,M,R,0.09,0.44,0.82
0,0,A,H,A,3.7,4.4,6.7,M,M,M,0.3,0.09,0.87
0,0,A,H,A,4,5.4,7.2,M,M,M,0.04,0.77,1.47
0,0,A,H,A,4,5.4,7.6,M,M,R,0.02,0.78,0.93
0,0,A,H,A,3.7,5.5,7.7,M,R,R,0.08,0.39,1.08
0,1,A,M,A,1.6,1.9,2.8,M,M,M,0.16,0.07,0.48
0,1,A,H,A,1.2,1.8,2.3,M,M,M,0.08,0.33,0.23
0,0,A,H,A,1.1,1.9,2.5,M,M,M,0.01,0.24,0.53
0,0,A,H,A,1.3,1.6,2.3,M,M,M,0.1,0.25,0.33
0,0,A,H,A,0.8,1.6,2.9,M,M,M,0.07,0.22,0.25
0,0,A,H,A,1.1,1.5,1.9,M,M,M,0.08,0.23,0.67
1,0,A,H,A,0.9,1.5,3.2,M,M,M,0.12,0.24,0.15
0,0,A,H,A,1.2,1.7,3.2,M,M,M,0.05,0.26,0.45
1,0,A,H,A,0.9,1.7,3.6,M,M,M,0,0.14,0.2
0,1,A,H,A,1.1,2.6,6.3,M,M,R,0.24,0.91,1.56
0,0,A,H,A,1.6,2.8,6.2,M,M,M,0.15,0.41,0.75
0,0,A,H,A,1.4,3.1,6.3,M,M,M,0.06,0.08,0.33
0,0,A,H,A,2.2,3.6,6.7,M,M,R,0.54,0.85,1.38
0,0,A,M,A,2.9,5.3,8.1,M,M,R,1.22,1.4,1.75
0,0,p,m,s,2.6,5.9,8.5,R,R,R,1.23,1.83,2.37
0,0,A,M,A,2.2,4.3,7.1,R/V,R,R,0.5,0.97,1.6
0,0,A,M,A,3,5.5,8,M,R,R,0.55,0.43,1.72
0,0,A,S,A,3.3,5.8,9.5,R,R,R,0.44,0.73,1.47
0,0,A,S,A,2.9,6.6,8,R,R,R,1.03,1.49,1.76
0,0,A,S,A,3.1,5.8,10,R,R,R,0.37,0.66,2.05
1,0,A,M,A,3.9,6.1,8.5,M,R,R,0.62,1.02,2.54
0,0,A,M,A,3.7,5.5,8.6,M,R,R,0.46,0.91,2.8
0,0,P,M,S,4,5.9,9.8,R,R,R,1.06,0.49,2.85
0,0,P,M,S,4,6.5,9.5,R,R,R,1.11,1.98,2.52
0,0,P,M,A,3.1,6.3,9.6,R,R,R,1.1,1.81,2.83
1,0,P,S,A,3.4,5,8.1,M,R,R,0.25,0.59,2.06
0,0,P,A,S,2.7,4.7,6.8,M,R,R,0.6,0.92,2.17
0,0,P,A,A,2.6,4.9,8.6,R,R,R,0.47,0.9,1.88
0,0,P,H,S,3.6,6.1,7.9,R,R,R,0.45,0.96,1.78
0,0,P,M,A,3,4.8,7.4,M/R,R,R,0.19,0.95,2.06
0,0,A,H,A,3.1,6,8.8,M,R,R,0.02,0.59,1.35
0,0,A,H,A,3.2,5.3,8.5,R,R,R,0.22,1.52,2.03
0,0,A,H,A,3.7,6.5,9.6,R,R,R,0.27,1.2,1.84
0,0,A,H,A,3.3,7.1,9,R,R,R,0.02,0.88,1.28
0,0,A,H,A,3.2,5.5,8.8,R,R,R,0.04,1.21,1.84
0,0,A,H,A,3.3,6.5,8.5,R,R,R,0.1,0.42,1.17
0,0,A,H,A,4.1,6.6,8.4,R,R,R,0.02,0.79,1.39
0,0,A,H,A,3,5.9,8.3,R,R,R,0.03,0.77,1.77
0,0,A,H,A,3.5,6.2,8.4,R,R,R,0.34,0.87,1.85
0,0,A,H,A,3.4,5.8,8.7,M,R,R,0.14,0.99,1.51
0,0,A,H,A,2.8,6,9.2,M,R,M,0.21,0.65,1.64
0,0,A,H,A,2.6,5.7,8.6,R,R,R,0.08,0.91,1.71
0,0,A,H,A,3.6,5.8,8.7,R,R,R,0.22,0.69,1.37
1,0,A,H,A,3.2,5.6,8.7,M,M/R,R,0.08,0.71,1.04
0,0,A,H,A,3.7,5.9,8.3,R,R,R,0.09,0.04,1.22
1,0,A,M,S,3.2,5.1,7.3,R,R,R,0.25,0.9,1.7
0,0,P,M,S,2.6,4.5,6.9,R,R,R,0.19,0.48,0.86
0,0,P,M,H,2.5,4.9,7,R,R,R,0.23,1.65,2.76
1,0,P,M,S,2.4,4.4,7.5,R,R,R,0.3,1.33,2.27
0,0,P,H,S,3.3,5.4,8.2,M/R,R,R,1.07,1.95,2.39
0,0,P,H,S,3.1,4.1,6.4,R,R,R,0.14,0.54,1.45
2,0,P,M,S,2.3,4.6,6.9,R,R,R,0.19,1.1,1.48
0,0,P,H,S,3.3,5,7.8,R,R,R,0.41,1.29,1.61
0,0,P,H,S,3.9,5.2,7.5,R,R,R,0.44,0.51,1
0,0,P,H,S,3,4,6.3,R,R,R,0.05,0.02,0.23
1,0,P,H,S,3,4.6,7.6,R,R,R,0.01,0.06,0.93
0,0,P,H,S,3,4.5,6.7,R,R,R,0.38,0.92,1.23
1,0,P,M,A,3,4.8,7.1,R,R,R,0,0.32,1.39
0,0,P,H,S,2.6,4.7,6.5,R,R,R,0.49,0.73,1.24
1,0,P,H,S,3.1,4.4,6.9,R,R,R,0.35,0.65,1.05
1,0,P,M,S,3.2,4.2,6.4,R,R,R,0.25,0.4,0.98
0,0,P,S,S,3.2,3.9,6.3,R,R,R,0.41,0.51,0.85
0,0,P,A,S,2.6,5.4,7.7,R,R,R,0.23,0.63,0.65
0,0,P,M,A,2.3,5.6,6.4,R,R,R,0.29,0.59,0.77
0,0,P,M,A,2.6,5,6.9,R,R,R,0.34,0.22,0.1
1,0,P,M,S,3,3.9,5.6,R,R,R,0.29,0.34,0.74
1,0,P,M,S,2.2,5.5,7.1,R,R,M,0.32,0.17,0.48
0,0,P,M,A,2.4,4.3,6.4,R,R,M,0.22,0.31,0.07
0,0,P,M,S,1.9,3.9,5.3,R,R,R,0.07,0.34,0.18
0,0,P,S,A,1.9,4.9,5.4,R,R,M,0.06,0.02,0.06
0,0,P,S,S,2.4,4.5,6.1,R,R,R,0.04,0.01,0
0,0,P,A,A,2.3,4.4,6.7,R,R,R,0.68,1.03,0.61
0,0,P,M,S,2.6,4.2,5.8,R,R,R,0.26,0.71,1.21
0,0,P,M,S,3,3.3,6.1,R,R,R,0.46,0.42,0.63
0,0,P,M,S,3.4,4.8,5.8,R,R,R,0.08,0.61,0.86
0,0,A,M,A,2.4,4.8,5.5,M,M,M,0.14,0.05,0.72
0,0,A,M,S,3.9,4.8,5.3,M,M,M,0.54,0.53,1.18
1,0,A,M,A,4.2,4.9,5.9,M,M,M,1.27,1.36,1.69
0,0,A,M,M,3.9,5.7,6.8,M,M,M,0.48,1.07,1.38
0,0,A,M,A,3.4,4.5,5.6,M,M,M,0.1,0.48,0.65
0,0,A,M,A,4.8,5.8,6.7,M,M,M,0.57,1.03,1.03
0,0,A,M,A,4,4.9,6,M,M,M,0.67,1.13,1.02
0,0,A,M,A,3.5,3.9,4.7,M,M,M,0.04,0.19,0.48
0,0,A,H,A,3.5,4.3,5.6,M,M,M,0.1,0.08,0.39
0,0,A,M,A,4.7,6,6.7,M,M,M,0.11,0.68,1.05
1,0,A,M,M,3.5,4.5,5.6,M,M,M,0.23,0.48,1.12
0,0,A,M,A,4.4,4.9,5.6,M,M,M,0.64,0.88,0.84
0,0,A,M,A,3.4,4.8,6.1,M,M,M,0.32,0.45,0.62
0,0,A,M,A,3.4,4.6,6.1,M,M,M,0.03,0.62,0.76
0,0,A,S,A,2.8,3.7,5.2,M,M,M,1.03,0.89,1.12
0,0,A,S,M,3.1,4.2,5.6,M,M,M,0.88,0.94,1.32
0,0,A,M,A,3.5,5.5,6.1,M,M,M,0.33,0.3,0.25
0,0,A,A,A,3,5.7,8.3,R,R,R,0.76,1.36,1.37
1,0,A,A,A,3.3,4.8,7.6,R,R,R,0.96,1.03,1.03
0,0,A,A,A,4,6.9,8.9,R,M/R,M/R,0.57,0.79,0.85
0,0,A,A,A,4.1,6,8.6,R,M/R,M/R,0.7,0.84,0.93
0,0,A,A,A,4,6.9,9.1,R,M/R,R,0.33,0.99,1.16
0,0,A,A,A,3.1,5.7,8.9,R,R,M,0.77,0.63,1.03
0,0,A,A,A,3.3,6.4,7.5,R,R,R,0.13,0.53,0.13
0,0,A,A,A,2.4,3.7,6.1,R,R,R,0.6,1.24,1.5
1,0,A,A,S,3.1,6,8.1,R,M/R,R,0.65,1.41,1.94
0,0,A,A,S,2.5,5.5,9,R,R,R,0.14,0.42,0.9
0,0,A,A,S,3.2,5.7,9,R,R,M/R,0.5,0.86,1.16
1,0,A,A,A,3.3,6,8.3,R,R,M,0.73,1.57,1.43
0,0,A,A,A,2.6,5.9,8.2,R,R,M/R,0.52,1.14,1.5
1,0,A,A,S,3.4,5.1,8.1,R,R,M/R,0.74,1.25,1.6
0,0,A,M,H,1,1.8,2.3,M,M,M,0.02,0.32,0.04
0,0,A,A,H,1.4,1.9,2.6,M,M,M,0.24,0.36,0.35
0,0,P,A,H,1.7,2.4,3,M,M,M,0.2,0.14,0.34
0,0,A,M,M,1.4,1.6,2.4,M,M,M,0.18,0.37,0.24
0,0,A,S,S,1.8,2.4,2.7,M,M,M,0.08,0.26,0.64
0,0,P,S,M,1.6,2.5,2.9,M,M,M,0.36,0.45,0.59
1,0,A,A,H,2.2,2.9,3.5,M,M,M,0.05,0.12,0.27
0,0,A,S,M,2.6,3,3.4,M,M,M,0.12,0.18,0.24
0,0,P,A,H,2.8,3.4,3.9,M/V,M/V,M,0.09,0.04,0.23
0,0,P,A,M,3.8,4.1,6.7,M,M,M,0.27,0.13,0.58
0,0,P,A,H,3.2,4,7,M,M,M/V,0.13,0.06,0.22
0,0,A,A,H,2.6,3.1,3.4,M,M,M,0.46,0.18,1.07
0,0,A,S,M,2.2,3.2,3.5,M,M,M,0.58,0.55,0.96
0,0,C,A,S,1.2,2.1,4.8,M,M,M,0.11,0.34,0.46
0,0,C,A,M,1.1,1.8,3.7,M,M,M,0.06,0.26,0.47
0,1,C,A,S,1.1,1.9,2.9,M,M,M,0.18,0.24,0.57
0,1,C,A,A,1,1.4,3,M,M,M,0.05,0.19,0.75
0,0,C,A,A,1.1,2.4,4.3,M,M,M,0.01,0.69,0.66
0,1,C,A,M,1.4,3.6,5,M,M,M,0.06,0.05,0.47
0,1,C,A,S,0.9,1.8,4.2,M,M,M,0.03,0.2,0.67
0,0,C,A,S,0.9,1.6,3.1,M,M,M,0.04,0.17,0.14
0,0,C,A,S,1,1.8,2.8,M,M,M,0,0.01,0.05
0,2,C,A,M,1.1,2,6.1,M,M,M,0.32,0.38,0.89
0,0,C,A,A,0.9,1.3,2.4,M,M,M,0.06,0.15,0.24
0,0,C,A,S,0.8,1.4,3.4,M,M,M,0.04,0.33,0.03
0,0,C,A,S,0.7,1.5,2.3,M,M,M,0.53,0.66,0.71
0,0,C,A,A,0.9,1.7,2.8,M,M,M,0.03,0.25,0.19
0,0,A,A,A,1.2,2.4,3.3,M,M,M,0.23,0.44,0.7
0,0,A,A,A,0.9,2.1,3.1,M,M,M,0.54,0.58,0.87
0,0,A,A,A,1,2,3.7,M,M,M,0.08,0.18,0.79
0,0,A,A,S,1.7,2.9,3.7,M,M,M,0.03,0.12,0.52
0,0,A,A,A,0.7,2.5,4.6,M,M,M,0.06,0.63,0.94
0,0,A,A,M,1,2.3,2.9,M,M,M,0.12,0.51,0.61
1,0,A,A,S,1.6,4.3,6.3,M,M,M,0.45,0.57,1.08
0,0,A,A,A,1,2.4,4.5,M,M,M,0.77,0.84,1.05
0,0,A,A,M,3.8,6.2,8,M,M,M,0.32,0.87,1.1
0,0,A,A,A,1.8,4.9,7.5,M,M,M,0.14,0.83,0.76
0,0,A,A,S,2.5,3.5,6.7,M,M,M,0.98,1.3,1.86
0,0,A,A,A,1.7,3.8,8.7,M,M,M,0.01,1.23,1.56
0,0,A,A,S,2.1,4.5,7.6,M,M,M,0.37,1.46,1.96
0,0,A,A,S,3.4,5.4,8.2,M,M,M,0.86,1.58,1.63
0,0,A,A,A,3.6,7.4,8.3,M,M,M,1.34,1.75,2.07
0,0,A,A,A,1.7,3.2,4.8,G,G,M/G,0.23,0.99,1.34
0,0,A,A,A,1.8,2.7,4,G,G,G,0.4,0.72,1.03
0,0,A,A,A,1.5,2.8,5.1,G,G,G,0.53,0.52,1.34
0,0,A,A,A,1.8,4.6,5.8,M/G,G,R/G,0.38,0.64,1.32
0,1,A,A,A,1.8,4.3,5.4,G,G,M/G,0.02,1.06,1.32
0,0,A,A,A,1.8,4,5.4,G,G,G,0.94,0.98,1.46
0,1,A,A,A,1.5,3.5,6,M/G,G,G,0.26,0.65,1.29
0,2,A,A,A,1.8,3,4.5,M/G,G,G,0.47,0.88,1.11
0,0,A,A,A,1.7,2.9,4.2,M/G,G,G,0.48,0.85,1.06
0,0,A,A,A,1.5,2.7,4.2,M/G,G,G,0.58,0.94,1.45
0,0,A,A,A,1.7,2.9,5,M/G,G,G,0.47,0.66,1.26
0,0,A,A,A,1.6,2.9,4.6,M/G,G,G,0.63,0.72,1.12
0,0,A,A,A,1.5,2.8,4.3,M/G,M/G,M/G,0.92,1.02,0.9
0,0,A,A,A,2,3.2,5.6,M/G,M/G,M/G,0.26,0.78,1.02
0,0,A,A,A,1.3,2.6,4.7,M/G,M/G,M/G,0.54,0.59,0.82
0,0,A,A,S,1.6,3.6,7,M/G,M/G,M,0.48,0.96,1.76
0,0,A,A,A,1.5,4.6,6.5,M/G,M/R,M/R,0.4,1.17,1.28
0,0,A,A,A,2.1,4.4,6.4,M,M/G,M,0.21,0.9,1.12
0,0,A,A,A,2,4.1,6.4,M,M/R,M/R,0.38,0.49,0.97
0,0,A,A,S,1.7,5.1,7.5,M,M,M/R,0.33,1,0.82
0,0,A,A,M,1.4,4,6,M,M/R,M/R,0.39,0.85,0.95
0,0,A,A,A,2,3.8,6.1,M,M,M,0.13,0.4,0.79
0,0,A,A,S,1.1,3.2,5.2,M,M,M,0.4,0.72,0.79
0,0,A,A,A,1.5,4.6,5.4,M,M,M/R,0.31,0.72,0.9
0,0,A,A,S,1.6,3.7,6.6,M,M,M,0.3,0.48,0.7
0,0,A,A,M,1.6,5.3,7.6,M,M,M/R,0.17,0.26,0.34
0,0,A,A,M,1.5,4.4,7.2,M,M/R,M,0.05,0.08,0.22
0,0,A,A,S,2,3.6,5.9,M,M,M,0.02,0.01,0.52
0,0,A,A,S,1.2,3,5.5,M/R,M/R,M/R,0.1,0.11,0.47
0,0,A,A,A,2.4,3.8,5.9,M/R,R,R,0.43,0.95,1.15
0,0,A,A,S,1.9,3.9,5.8,M/R,M/R,M/R,0.06,0.35,0.51
0,0,A,A,A,2,2.3,5.2,M/R,M/R,R,0.05,0.2,0.99
1,0,A,A,A,2,2.7,6.8,R,R,R,0.16,0.35,1.07
0,0,A,A,A,2.2,2.9,6.1,M/R,M/R,M/R,0.09,0.06,1.01
0,0,A,A,A,1.7,4.6,8.8,R,M/R,M/R,0.82,0.87,0.95
0,0,A,A,A,2.9,6.2,9.7,R,R,R,0.14,0.22,0.82
0,0,A,A,A,1.6,2,2.3,M/R,M/R,M/R,0.01,0.15,0.19
0,0,A,A,A,1.8,2.5,3.2,R,R,R,0.47,0.47,0.36
0,0,A,A,A,2.2,3.4,4.1,R,R,R,0.37,0.47,0.77
0,0,A,A,A,2.8,4,5,M/R,M/R,M/R,0.07,0.05,0.04
0,0,A,A,A,2.2,3.4,4,M/R,R,R,0.01,0.09,0.28
0,0,A,A,A,2.6,3.9,4.4,M/R,M/R,M/R,0.01,0.29,0.38
0,0,A,A,A,2.2,3.2,4.2,M/R,M/R,M/R,0.05,0.37,0.79
0,0,A,A,A,1.8,3.8,6.2,M/R,M/R,M,0.69,0.89,0.83
0,0,A,A,A,2.1,4.2,5.7,M/R,M/R,M/R,0.45,0.71,1.2
0,0,A,A,A,1.8,3.5,4.9,M/R,M,M/R,0.46,0.66,0.81
0,2,A,A,A,1.4,2.8,4.6,M,M,M,0.31,0.52,0.86
1,0,A,A,A,1.4,2.9,4.7,M,M,M,0.34,0.54,0.68
0,0,A,A,A,1.6,3.7,5.4,M/R,M/R,M/R,0.28,0.71,0.89
0,0,A,A,A,1.6,3.2,5,M,M/R,M,0.52,0.32,0.86
0,0,A,A,A,1.9,3.4,4.7,M,M,M/R,0.41,0.64,1.09
0,2,A,A,A,1.9,3.6,5,M,M,M,0.4,0.65,0.76
0,0,A,A,A,2,3.1,4.8,M,M/R,M/R,0.24,0.64,1.07
0,0,A,A,A,1.7,3.1,4.6,M/R,M,M,0.67,0.69,1.09
0,0,A,A,A,1.6,3.7,4.3,M/R,M,M,0.51,0.73,0.81
0,0,A,A,A,1.7,3.3,4.9,M/R,M,M,0.27,0.46,0.78
